#,"Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"HTTP Code","DP check","RP check",Traffic,Keywords,"Linked Domains"
73,75,11,0,https://multibriefs.com/briefs/vrl/VRL061315.php,"The VRL NewsBrief",32,83,https://www.nerdwallet.com/blog/insurance/2015/06/08/get-car-insurance-classic-car/,,"How to get the best car insurance for your classic ride",,Dofollow,404,"2020-04-04 20:09:16","2020-02-19 14:32:29",0,0,18
74,75,11,0,https://investorplace.com/2014/03/5-tax-deductions-irs-taxes/,"5 Tax Deductions That are Typically Overlooked | InvestorPlace",67,31,https://www.nerdwallet.com/blog/insurance/2013/11/12/motorcycle-financing/,,"Tips on Motorcycle Financing",,Nofollow,404,"2020-03-25 22:49:39","2020-03-07 13:58:53",0,0,7
75,75,11,0,https://investorplace.com/2014/03/5-tax-deductions-irs-taxes/,"5 Tax Deductions That are Typically Overlooked | InvestorPlace",67,31,https://www.nerdwallet.com/blog/insurance/2014/03/14/cost-of-dogs/,,"The Hidden Costs of Dog Ownership",,Nofollow,404,"2020-03-24 16:09:53","2020-03-07 13:58:53",0,0,7
76,75,11,0,http://multibriefs.com/ViewLink.php?i=5578a238a60cb,,0,1,https://www.nerdwallet.com/blog/insurance/2015/06/08/get-car-insurance-classic-car/,,,,"Dofollow, Redirect",404,"2020-04-04 20:09:16","2019-02-06 05:45:32",0,0,1
77,62,11,2,https://www.fbfs.com/learning-center/motorcycle-insurance-guide,"The Motorcyclist’s Guide to Insurance | Farm Bureau Financial Services",62,16,https://www.nerdwallet.com/blog/insurance/motorcycle-insurance/ /,,https://www.nerdwallet.com/blog/insurance/motorcycle-insurance/,,Dofollow,404,"2020-04-08 04:08:00","2020-04-17 07:12:50",13,6,14
78,74,11,0,https://blog.voya.com/spending-budgeting/setting-yourself-saving-success-2019-nc,"Setting Yourself Up for Saving Success in 2019 | Voya Financial Blog",23,8,https://www.nerdwallet.com/blog/insurance/state‐of‐driving/,²,https://www.nerdwallet.com/blog/insurance/state‐of‐driving/,,Dofollow,404,"2020-04-14 14:17:59","2019-04-23 14:18:12",0,0,8
79,75,11,0,https://www.process.st/checklist/uav-compliance-checklist/,"UAV Compliance Checklist | Process Street",40,36,https://www.nerdwallet.com/blog/insurance/drone-insurance/ /,"NerdWallet -","Drone Insurance",,Nofollow,404,"2020-04-10 14:12:24","2020-04-17 15:13:49",0,0,14
80,73,11,0,https://dbtest01-stl1.theoldreader.com/profile/51412b0b54cf8244a600030b,"The Old Reader",15,409,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance/,"coverageis a very good idea. Alternately, you can buy a","non-driver liability coverage","plan from Geico, Progressive, and a few other companies if",Dofollow,404,"2020-04-18 08:09:23","2019-09-09 14:02:44",0,0,100
81,74,11,0,https://forum.mrmoneymustache.com/ask-a-mustachian/thoughts-on-sharing-a-car-with-a-friend/,"Thoughts on sharing a car with a friend",31,10,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance/,"your own policy, I'd look into having your friends carry","Non-Owner Auto Insurance","with sufficient limits to make you comfortable.",Dofollow,404,"2020-04-18 08:09:23","2020-01-10 09:21:00",2.3,1,5
82,74,11,0,http://cf.datawrapper.de/bHshA/1/?fs=1,"Best Counties for Young Drivers in Tennessee",5,2,https://www.nerdwallet.com/blog/insurance/2014/05/13/best-counties-young-drivers-crash-car-insurance-tennessee-tn/,Source:,Nerdwallet,,Dofollow,404,"2020-03-19 21:57:07","2020-03-17 16:17:10",0,0,1
83,58,11,1,https://coverhound.com/insurance-learning-center/11-difficult-dogs-breeds-to-insure,"11 difficult dogs breeds to insure | CoverHound",10,9,https://www.nerdwallet.com/blog/insurance/property/dog-owners-homeowners-insurance/,"Insurance companies forked over more than","$483 million in 2013",", in order to settle liability claims for dog bites","Dofollow, Content",404,"2020-03-12 19:16:54","2020-03-28 02:14:56",1.2,74,7
84,73,11,0,https://theoldreader.com/profile/51412b0b54cf8244a600030b,"The Old Reader",15,408,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance/,"coverageis a very good idea. Alternately, you can buy a","non-driver liability coverage","plan from Geico, Progressive, and a few other companies if",Dofollow,404,"2020-04-18 08:09:23","2020-03-28 17:46:37",0,0,102
85,73,11,0,https://app01-stl1.theoldreader.com/profile/51412b0b54cf8244a600030b,"The Old Reader",15,410,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance/,"coverageis a very good idea. Alternately, you can buy a","non-driver liability coverage","plan from Geico, Progressive, and a few other companies if",Dofollow,404,"2020-04-18 08:09:23","2020-03-07 02:35:01",0,0,102
86,73,11,0,https://app02-stl1.theoldreader.com/profile/51412b0b54cf8244a600030b,"The Old Reader",15,408,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance/,"coverageis a very good idea. Alternately, you can buy a","non-driver liability coverage","plan from Geico, Progressive, and a few other companies if",Dofollow,404,"2020-04-18 08:09:23","2020-04-17 06:14:54",0,0,102
87,71,10,0,https://www.wvlt.tv/home/headlines/Best-and-Worst-Tennessee-Counties-for-Teen-Drivers--259560371.html,"Best and Worst Tennessee Counties for Teen Drivers",49,16,https://www.nerdwallet.com/blog/insurance/2014/05/13/best-counties-young-drivers-crash-car-insurance-tennessee-tn/,,"Click here for a complete look at the Young Driver Study compliments of NerdWallet",,Dofollow,404,"2020-03-19 21:57:07","2020-03-14 11:57:29",0,0,11
88,72,10,0,https://www.associationdatabase.com/aws/NSIPA/page_template/show_detail/99881?model_name=news_article,,1,74,https://www.nerdwallet.com/blog/insurance/2014/11/04/florida-workers-compensation-insurance/,,"Florida’s Workers Compensation Insurance on Verge of Changes",,"Dofollow, Content",404,"2020-03-10 23:06:49","2019-11-27 17:56:45",0,0,20
89,71,10,0,https://www.arlnow.com/2014/04/25/morning-notes-937/,"Morning Notes | ARLnow.com",45,21,https://www.nerdwallet.com/blog/insurance/2014/04/23/ford-f150-car-insurance-index/,"F-150 as a percentage of the county’s median income. [","Nerd Wallet",],"Dofollow, Content",404,"2020-03-11 17:12:02","2020-03-22 11:52:41",0,0,14
90,35,10,1,https://criticalfinancial.com/how-the-aftermath-of-hurricane-katrina-helped-louisiana-avoid-the-great-recession/,"How The Aftermath Of Hurricane Katrina Helped Louisiana Avoid The Great Recession - Critical Financial | Critical Financial",30,42,https://www.nerdwallet.com/blog/insurance/2013/07/24/pet-insurance-cost/,"site where consumers can find help for issues ranging from","pet insurance cost","to lowering mortgage rates","Dofollow, Content",404,"2020-04-03 20:00:01","2020-03-31 11:04:48",0,0,15
91,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/05/28/abacus-settlements-llc---watch-our-video-on-financial-help-for-life-threatening-illnesses,"Consumer News | LISA",82,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-03-25 02:17:31",0,0,11
92,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/06/03/lack-of-knowledge-results-in-lack-of-policy-flow-and-shortchanged-consumers,"Consumer News | LISA",82,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-13 12:10:05",0,0,11
93,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/05/07/life-settlements-industry-will-grow-as-more-seniors-are-informed-of-their-options-say-experts-at-lisa-conference,"Consumer News | LISA",82,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-03-16 05:15:54",0,0,11
94,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/05/28/abacus-settlements-llc---watch-our-video-on-financial-help-for-life-threatening-illnesses/2015/06/03/lack-of-knowledge-results-in-lack-of-policy-flow-and-shortchanged-consumers,"Consumer News | LISA",80,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-10 06:58:35",0,0,11
95,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/06/03/lack-of-knowledge-results-in-lack-of-policy-flow-and-shortchanged-consumers/2015/06/03/lack-of-knowledge-results-in-lack-of-policy-flow-and-shortchanged-consumers,"Consumer News | LISA",80,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-10 22:19:36",0,0,11
96,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/05/07/life-settlements-industry-will-grow-as-more-seniors-are-informed-of-their-options-say-experts-at-lisa-conference/2015/05/28/abacus-settlements-llc---watch-our-video-on-financial-help-for-life-threatening-illnesses,"Consumer News | LISA",80,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-09 02:30:21",0,0,11
97,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/05/07/life-settlements-industry-will-grow-as-more-seniors-are-informed-of-their-options-say-experts-at-lisa-conference/2015/06/03/lack-of-knowledge-results-in-lack-of-policy-flow-and-shortchanged-consumers,"Consumer News | LISA",80,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-12 23:31:17",0,0,11
98,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/05/28/abacus-settlements-llc---watch-our-video-on-financial-help-for-life-threatening-illnesses/2015/05/28/abacus-settlements-llc---watch-our-video-on-financial-help-for-life-threatening-illnesses,"Consumer News | LISA",80,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-06 13:32:31",0,0,11
99,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/05/07/life-settlements-industry-will-grow-as-more-seniors-are-informed-of-their-options-say-experts-at-lisa-conference/2015/05/07/life-settlements-industry-will-grow-as-more-seniors-are-informed-of-their-options-say-experts-at-lisa-conference,"Consumer News | LISA",80,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-02 13:42:07",0,0,11
100,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/06/03/lack-of-knowledge-results-in-lack-of-policy-flow-and-shortchanged-consumers/2015/05/07/life-settlements-industry-will-grow-as-more-seniors-are-informed-of-their-options-say-experts-at-lisa-conference,"Consumer News | LISA",80,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-08 18:57:55",0,0,11
101,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/06/03/lack-of-knowledge-results-in-lack-of-policy-flow-and-shortchanged-consumers/2015/05/28/abacus-settlements-llc---watch-our-video-on-financial-help-for-life-threatening-illnesses,"Consumer News | LISA",80,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-16 23:51:34",0,0,11
102,69,10,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16/2015/05/28/abacus-settlements-llc---watch-our-video-on-financial-help-for-life-threatening-illnesses/2015/05/07/life-settlements-industry-will-grow-as-more-seniors-are-informed-of-their-options-say-experts-at-lisa-conference,"Consumer News | LISA",80,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-07 20:50:37",0,0,11
103,69,10,0,https://www.one-tab.com/page/nH7nI1TMRBGWfPZsywQXlQ,"OneTab shared tabs",1,5570,https://www.nerdwallet.com/blog/insurance/2013/08/21/study-student-drivers-poor-grades-pay-20-car-insurance/,,"Study: Student Drivers With Poor Grades Can Pay Up To 20% More for Car Insurance | NerdWallet Insurance",,Dofollow,404,"2020-03-13 14:58:35","2020-04-09 21:12:24",0.10,14,698
104,47,10,1,https://woodruffsawyer.com/do-notebook/databox-q3-2013/,"D&O Databox Flash Report for Q3 | Woodruff Sawyer",37,10,https://www.nerdwallet.com/blog/insurance/2013/10/31/do_insurance/,"Officer (D&O) Insurance?” (And thank you, NerdWallet, for asking for","my opinion",".) Nerdwallet is a personal finance website that has been","Dofollow, Content",404,"2020-04-12 20:17:09","2020-04-02 03:36:20",0,0,6
105,46,10,0,https://www.liveinsurancenews.com/disasters-in-texas-and-oklahoma-highlight-importance-of-flood-insurance/8537813/,"Texas and Oklahoma disasters show vital flood insurance",70,20,https://www.nerdwallet.com/blog/insurance/2015/05/27/texas-oklahoma-flooding-insurance/,"Both Texas and Oklahoma have","been inundated with rain this month",", which is somewhat unseasonable for both of these states.","Nofollow, Content",404,"2020-04-05 04:03:30","2020-03-17 12:13:18",0,0,16
106,58,10,0,https://hotrod.coverhound.com/insurance-learning-center/are-you-qualified-for-lower-car-insurance-rates,"Are you qualified for lower car insurance rates? | CoverHound",8,8,https://www.nerdwallet.com/blog/insurance/2015/03/09/5-cheap-car-insurance-agent/,"According to nerdwallet,","the type of car you own and its age","play into how much your insurance will cost. Comprehensive collision","Dofollow, Content",404,"2020-03-15 07:42:52","2020-03-20 00:17:22",0,0,5
107,58,10,0,https://maint.coverhound.com/insurance-learning-center/11-difficult-dogs-breeds-to-insure,"11 difficult dogs breeds to insure | CoverHound",10,9,https://www.nerdwallet.com/blog/insurance/property/dog-owners-homeowners-insurance/,"Insurance companies forked over more than","$483 million in 2013",", in order to settle liability claims for dog bites","Dofollow, Content",404,"2020-03-12 19:16:54","2020-03-24 13:31:51",0,0,7
108,58,10,0,https://hotrod.coverhound.com/insurance-learning-center/11-difficult-dogs-breeds-to-insure,"11 difficult dogs breeds to insure | CoverHound",10,9,https://www.nerdwallet.com/blog/insurance/property/dog-owners-homeowners-insurance/,"Insurance companies forked over more than","$483 million in 2013",", in order to settle liability claims for dog bites","Dofollow, Content",404,"2020-03-12 19:16:54","2020-04-08 21:26:44",0,0,7
109,58,10,0,https://maint.coverhound.com/insurance-learning-center/are-you-qualified-for-lower-car-insurance-rates,"Are you qualified for lower car insurance rates? | CoverHound",8,8,https://www.nerdwallet.com/blog/insurance/2015/03/09/5-cheap-car-insurance-agent/,"According to nerdwallet,","the type of car you own and its age","play into how much your insurance will cost. Comprehensive collision","Dofollow, Content",404,"2020-03-15 07:42:52","2020-03-25 18:36:45",0,0,5
110,46,10,0,http://www.liveinsurancenews.com/disasters-in-texas-and-oklahoma-highlight-importance-of-flood-insurance/8537813/,"Texas and Oklahoma disasters show vital flood insurance",71,20,https://www.nerdwallet.com/blog/insurance/2015/05/27/texas-oklahoma-flooding-insurance/,"Both Texas and Oklahoma have","been inundated with rain this month",", which is somewhat unseasonable for both of these states.","Nofollow, Content",404,"2020-04-05 04:03:30","2020-03-25 04:59:14",0,0,16
111,59,10,0,https://www.carinsurancecomparison.com/how-can-you-get-an-insurance-quote-without-a-car,"Can I get an insurance quote if I don't have a car?",39,16,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance/,,http://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance/,,"Dofollow, Content",404,"2020-04-18 08:09:23","2020-04-15 09:04:32",0.09,26,9
112,58,10,0,https://hotrod.coverhound.com/insurance-learning-center/should-you-get-non-owner-car-insurance,"Should you get non-owner car insurance? | CoverHound",9,8,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance-2/?insurancerecs&globalrecs,"do not own. According to NerdWallet, this type of liability coverage","protects you in case","of an accident where in you're considered at fault. Coverage","Dofollow, Content",404,"2020-04-11 22:52:38","2020-04-17 21:28:16",0,0,5
113,58,10,0,https://maint.coverhound.com/insurance-learning-center/should-you-get-non-owner-car-insurance,"Should you get non-owner car insurance? | CoverHound",9,8,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance-2/?insurancerecs&globalrecs,"do not own. According to NerdWallet, this type of liability coverage","protects you in case","of an accident where in you're considered at fault. Coverage","Dofollow, Content",404,"2020-04-11 22:52:38","2020-04-17 00:21:23",0,0,5
114,54,10,0,https://www.autoworldnews.com/articles/12889/20150210/ride-sharing-insurance-coverage-on-the-rise.htm,"Ride-Sharing Insurance Coverage on the Rise : Auto News : Auto World News",43,6,https://www.nerdwallet.com/blog/insurance/2015/02/06/cheap-car-insurance-rideshare-driving/,"services, ordinary insurance providers can deny your claims, according to",NerdWallet.com,.,"Nofollow, Content",404,"2020-03-07 11:23:20","2020-03-15 22:29:07",0,0,4
115,57,9,0,https://lists.portside.org/cgi-bin/listserv/wa?A2=PORTSIDE;6239f58.1904e&FT=M&P=T&H=&S=,"LISTSERV - PORTSIDE Archives - LISTS.PORTSIDE.ORG",30,131,https://www.nerdwallet.com/blog/insurance/farm-bureau-insurance-review/]/,"order to benefit from discounts, you have to join [",https://www.nerdwallet.com/blog/insurance/farm-bureau-insurance-review/],". It’s a rich irony. Climate change is speared into",Dofollow,404,"2020-04-01 22:11:28","2020-04-13 09:16:44",0,0,68
116,57,9,0,https://lists.portside.org/cgi-bin/listserv/wa?A2=PORTSIDE;6239f58.1904e&FT=&P=T&H=N&S=,"LISTSERV - PORTSIDE Archives - LISTS.PORTSIDE.ORG",30,131,https://www.nerdwallet.com/blog/insurance/farm-bureau-insurance-review/]/,"order to benefit from discounts, you have to join [",https://www.nerdwallet.com/blog/insurance/farm-bureau-insurance-review/],". It’s a rich irony. Climate change is speared into",Dofollow,404,"2020-04-01 22:11:28","2020-04-20 05:50:13",0,0,68
117,57,9,0,https://lists.portside.org/cgi-bin/listserv/wa?A2=PORTSIDE;6239f58.1904e&FT=&P=T&H=A&S=,"LISTSERV - PORTSIDE Archives - LISTS.PORTSIDE.ORG",30,121,https://www.nerdwallet.com/blog/insurance/farm-bureau-insurance-review/]/,"order to benefit from discounts, you have to join [",https://www.nerdwallet.com/blog/insurance/farm-bureau-insurance-review/],". It’s a rich irony. Climate change is speared into",Dofollow,404,"2020-04-01 22:11:28","2020-03-31 03:03:48",0,0,67
118,49,9,0,https://uberpeople.net/threads/starting-next-month-insurance-through-metromile-will-be-available-in-ca-il-wa.12700/,"Starting next month, insurance through Metromile will be available in CA, IL, WA | Uber Drivers Forum",258,29,https://www.nerdwallet.com/blog/insurance/2015/04/21/ridesharing-insurance/,"as Uber and Lyft are so new, the issue of","insurance for rideshare drivers","has been murky. Laws regulating ridesharing services vary from state",Nofollow,404,"2020-03-21 10:09:32","2019-05-27 05:25:29",0,0,9
119,49,9,0,https://uberpeople.net/threads/starting-next-month-insurance-through-metromile-will-be-available-in-ca-il-wa.12700/page-3,"Starting next month, insurance through Metromile will be available in CA, IL, WA | Page 3 | Uber Drivers Forum",245,27,https://www.nerdwallet.com/blog/insurance/2015/04/21/ridesharing-insurance/,"as Uber and Lyft are so new, the issue of","insurance for rideshare drivers","has been murky. Laws regulating ridesharing services vary from state",Nofollow,404,"2020-03-21 10:09:32","2019-05-31 18:25:09",0,0,9
120,51,9,0,https://www.gtla.org/index.cfm?pg=ArticlesArchives,ArticlesArchives,81,139,https://www.nerdwallet.com/blog/insurance/2014/09/11/dog-owners-homeowners-insurance/,,"3 Things Dog Owners Need to Know About Homeowners Insurance",,Dofollow,404,"2020-04-11 08:34:13","2020-04-13 22:26:46",0,2,51
121,49,9,0,https://uberpeople.net/threads/rideshare-and-insurance-a-recap-of-the-current-situation.16483/,"RideShare and Insurance - A Recap of The Current Situation | Uber Drivers Forum",213,26,https://www.nerdwallet.com/blog/insurance/2015/02/06/cheap-car-insurance-rideshare-driving/,"Erie Insuranceis","offering rideshare coverage","in Illinois","Nofollow, Content",404,"2020-03-07 11:23:20","2020-04-05 21:20:27",0,0,12
122,46,9,0,http://jclist.com/modules/newbb/viewtopic.php?viewmode=flat&order=DESC&topic_id=32599&forum=8&move=prev,"JERSEY CITY LIST - Re: JC 2nd Best City for Soccer Moms & Dads [Real Estate]",45,7,https://www.nerdwallet.com/blog/insurance/2014/08/18/cities-soccer-moms-dads-insurance/,,"http://www.nerdwallet.com/blog/insura ... ccer-moms-dads-insurance/",,"Dofollow, Content",404,"2020-04-14 15:39:34","2020-04-05 04:13:11",0,0,4
123,46,9,0,http://jclist.com/modules/newbb/viewtopic.php?order=DESC&topic_id=32599&forum=8&move=prev,"JERSEY CITY LIST - Re: JC 2nd Best City for Soccer Moms & Dads [Real Estate]",47,7,https://www.nerdwallet.com/blog/insurance/2014/08/18/cities-soccer-moms-dads-insurance/,,"http://www.nerdwallet.com/blog/insura ... ccer-moms-dads-insurance/",,"Dofollow, Content",404,"2020-04-14 15:39:34","2020-04-07 10:28:42",0,0,4
124,20,9,5,https://www.viajerosabio.com/pregunta/15961/consideraciones-de-seguridad-para-un-vuelo-espacial,"[Solucionado] Consideraciones de seguridad para un vuelo | espacio",53,22,https://www.nerdwallet.com/blog/insurance/space-tourism-insurance/,"que es un pegajoso tema, como se describe en este","NerdWallet, el artículo de John Kuo",,"Nofollow, Content",404,"2020-04-19 11:19:45","2020-03-24 09:24:48",0,0,13
125,41,9,0,https://www.economicscenter.org/in-the-media/walletnerd-jh-quote-in-is-credit-based-schoring-fair.aspx,"EconomicsCenter | Home",47,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/www.nerdwallet.com/blog/insurance/2014/11/17/credit-based-insurance-scoring-fair/,"You can read the first and third parts here and",here,.,Dofollow,404,"2020-03-13 14:43:56","2020-04-15 07:24:23",0,0,10
126,41,9,0,https://www.economicscenter.org/in-the-media/walletnerd-jh-quote-in-is-credit-based-schoring-fair.aspx,"EconomicsCenter | Home",47,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/www.nerdwallet.com/blog/insurance/2014/11/17/credit-information-insurance-policies/,"insurance policies. You can read the first and third parts",here,"and here .",Dofollow,404,"2020-03-17 07:32:43","2020-04-15 07:24:23",0,0,10
127,41,9,0,https://www.economicscenter.org/in-the-media/walletnerd-jh-quote-in-is-credit-based-schoring-fair.aspx,"EconomicsCenter | Home",47,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/credit-based-insurance-scoring-fair/,,"READ THE FULL ARTICLE AT WALLETNERD",,Dofollow,404,"2020-04-12 02:28:54","2020-04-15 07:24:23",0,0,10
128,41,9,0,https://www.economicscenter.org/7939,"EconomicsCenter | Home",47,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/www.nerdwallet.com/blog/insurance/2014/11/17/credit-based-insurance-scoring-fair/,"You can read the first and third parts here and",here,.,Dofollow,404,"2020-03-13 14:43:56","2020-04-18 03:26:15",0,0,10
129,41,9,0,https://www.economicscenter.org/7939,"EconomicsCenter | Home",47,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/www.nerdwallet.com/blog/insurance/2014/11/17/credit-information-insurance-policies/,"insurance policies. You can read the first and third parts",here,"and here .",Dofollow,404,"2020-03-17 07:32:43","2020-04-18 03:26:15",0,0,10
130,41,9,0,https://www.economicscenter.org/7939,"EconomicsCenter | Home",47,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/credit-based-insurance-scoring-fair/,,"READ THE FULL ARTICLE AT WALLETNERD",,Dofollow,404,"2020-04-12 02:28:54","2020-04-18 03:26:15",0,0,10
131,41,9,0,https://www.economicscenter.org/in-the-media/nerdwallet-quotes-dr-julie-heath-on-benefits-credit-based-insurance-scoring.aspx,"EconomicsCenter | Home",46,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/,,"READ THE FULL ARTICLE ON WALLETNERD",,Dofollow,404,"2020-04-07 22:38:30","2020-03-09 13:51:06",0,0,10
132,41,9,0,https://www.economicscenter.org/in-the-media/nerdwallet-quotes-dr-julie-heath-on-benefits-credit-based-insurance-scoring.aspx,"EconomicsCenter | Home",46,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/www.nerdwallet.com/blog/insurance/2014/11/17/credit-based-insurance-scoring-fair/,"You can read the first and third parts here and",here,.,Dofollow,404,"2020-03-13 14:43:56","2020-03-09 13:51:06",0,0,10
133,41,9,0,https://www.economicscenter.org/in-the-media/nerdwallet-quotes-dr-julie-heath-on-benefits-credit-based-insurance-scoring.aspx,"EconomicsCenter | Home",46,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/www.nerdwallet.com/blog/insurance/2014/11/17/credit-information-insurance-policies/,"insurance policies. You can read the first and third parts",here,"and here .",Dofollow,404,"2020-03-17 07:32:43","2020-03-09 13:51:06",0,0,10
134,41,9,0,https://www.economicscenter.org/7938,"EconomicsCenter | Home",47,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/,,"READ THE FULL ARTICLE ON WALLETNERD",,Dofollow,404,"2020-04-07 22:38:30","2020-04-12 13:31:53",0,0,10
135,41,9,0,https://www.economicscenter.org/7938,"EconomicsCenter | Home",47,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/www.nerdwallet.com/blog/insurance/2014/11/17/credit-based-insurance-scoring-fair/,"You can read the first and third parts here and",here,.,Dofollow,404,"2020-03-13 14:43:56","2020-04-12 13:31:53",0,0,10
136,41,9,0,https://www.economicscenter.org/7938,"EconomicsCenter | Home",47,18,https://www.nerdwallet.com/blog/insurance/2014/11/17/benefits-credit-based-insurance-scoring/www.nerdwallet.com/blog/insurance/2014/11/17/credit-information-insurance-policies/,"insurance policies. You can read the first and third parts",here,"and here .",Dofollow,404,"2020-03-17 07:32:43","2020-04-12 13:31:53",0,0,10
137,30,9,0,https://abbateins.com/how-will-your-pet-affect-your-home-insurance/,"New Haven Home Insurance",107,14,https://www.nerdwallet.com/blog/insurance/2014/09/11/dog-owners-homeowners-insurance/,Source:,http://www.nerdwallet.com/blog/insurance/2014/09/11/dog-owners-homeowners-insurance/,,"Nofollow, Content",404,"2020-04-11 08:34:13","2020-04-05 15:10:30",0,0,9
