#,"Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"HTTP Code","DP check","RP check",Traffic,Keywords,"Linked Domains"
77,0,0,0,http://averagemortgagedaranba.blogspot.com/2017/03/average-mortgage-in-new-jersey.html,"Average Mortgage: Average Mortgage In New Jersey",72,55,https://www.policygenius.com/blog/library/uploads/2016/11/renting-vs-owning@2x.png/,,"Average Mortgage In New Jersey",,"Dofollow, Image",404,"2020-04-18 06:04:48","2020-03-29 14:06:07",0,0,37
78,0,0,0,http://buytruckbiyumia.blogspot.com/2017/03/,"Buy Truck: March 2017",44,150,https://www.policygenius.com/blog/library/uploads/2015/10/cracked-windshield-v1-social-102215.jpg/,,"Should I Buy Truck Rental Insurance Photos",,"Dofollow, Image",404,"2020-04-16 14:37:48","2020-04-06 03:01:47",0,0,109
79,0,0,0,http://buytruckbiyumia.blogspot.com/2017/03/should-i-buy-truck-rental-insurance.html,"Buy Truck: Should I Buy Truck Rental Insurance",42,54,https://www.policygenius.com/blog/library/uploads/2015/10/cracked-windshield-v1-social-102215.jpg/,,"Should I Buy Truck Rental Insurance Photos",,"Dofollow, Image",404,"2020-04-16 14:37:48","2020-03-31 16:11:53",0,0,42
80,0,0,0,http://carinsurancecoveragebikikoma.blogspot.com/2017/01/,"Car Insurance Coverage: January 2017",63,150,https://www.policygenius.com/blog/library/uploads/2014/10/uber_insurance_coverage_infographic_blog_7.22.png/,,"Images of Uber Car Insurance Coverage",,"Dofollow, Image",404,"2020-03-22 10:00:11","2020-04-17 11:39:20",0,0,101
81,0,0,0,http://carinsurancecoveragebikikoma.blogspot.com/2017/01/uber-car-insurance-coverage.html,"Car Insurance Coverage: Uber Car Insurance Coverage",62,65,https://www.policygenius.com/blog/library/uploads/2014/10/uber_insurance_coverage_infographic_blog_7.22.png/,,"Images of Uber Car Insurance Coverage",,"Dofollow, Image",404,"2020-03-22 10:00:11","2020-04-01 22:38:30",0,0,43
82,0,0,0,http://disabilitydokein.blogspot.com/2015/01/long-term-disability-insurance.html,"Disability: Long Term Disability Insurance",63,76,https://www.policygenius.com/blog/library/uploads/2015/07/freelancers-guide-to-long-term-disability-insurance.png/,,"Long Term Disability Insurance Pictures",,"Dofollow, Image, Content",404,"2020-04-13 14:15:40","2020-04-01 21:09:38",0,0,49
83,0,0,0,http://disabilitydokein.blogspot.com/2015/09/what-is-long-term-disability-insurance.html,"Disability: What Is Long Term Disability Insurance",69,71,https://www.policygenius.com/blog/library/uploads/2015/07/freelancers-guide-to-long-term-disability-insurance.png/,,"Photos of What Is Long Term Disability Insurance",,"Dofollow, Image",404,"2020-04-13 14:15:40","2020-04-16 22:10:14",0,0,48
84,0,0,0,http://disabilitypaydakaen.blogspot.com/2015/04/long-term-disability-pay.html,"Disability Pay: Long Term Disability Pay",54,73,https://www.policygenius.com/blog/library/uploads/2014/09/ltd-quote-ad@2x.png/,,"Long Term Disability Pay Photos",,"Dofollow, Image, Content",404,"2020-03-21 09:31:08","2020-04-04 13:53:21",0,0,56
85,0,0,0,http://disabilitypaydakaen.blogspot.com/2015/06/how-do-you-get-disability-pay.html,"Disability Pay: How Do You Get Disability Pay",53,61,https://www.policygenius.com/blog/library/uploads/2015/07/money-a-728x90@2x.png/,,"Photos of How Do You Get Disability Pay",,"Dofollow, Image, Content",404,"2020-03-20 11:40:50","2020-04-18 17:03:39",0,0,49
86,0,0,0,http://disabilitypaydakaen.blogspot.com/2016/02/long-term-disability-pay-back.html,"Disability Pay: Long Term Disability Pay Back",52,75,https://www.policygenius.com/blog/library/uploads/2014/10/own-occupation-typewriter-dog-1360.jpg/,,"Long Term Disability Pay Back",,"Dofollow, Image, Content",404,"2020-04-04 00:50:25","2020-04-07 10:45:38",0,0,49
87,0,0,0,http://ec2-54-254-205-81.ap-southeast-1.compute.amazonaws.com/my/lifestyle/the-ultimate-guide-to-a-monthly-budget-and-how-to-stick-to-it,"The Ultimate Guide To A Monthly Budget And How To Stick To It (Point #3 Is The Hardest)",21,24,https://www.policygenius.com/blog/dave-ramsey-term-life-insurance-whole-life-insurance/,"Image via","Policy Genius",,Dofollow,404,"2020-04-03 13:38:07","2020-04-03 23:19:55",0,0,13
88,0,0,0,http://employeebenefitsdenboshi.blogspot.com/2015/12/employee-benefits-for-startups.html,"Employee Benefits: Employee Benefits For Startups",66,71,https://www.policygenius.com/blog/library/uploads/2014/06/health-insurance-benchmarks-for-startups-policygenius.png/,,"Employee Benefits For Startups",,"Dofollow, Image, Content",404,"2020-04-18 12:48:33","2020-04-15 05:35:23",0,0,42
89,0,0,0,http://esraseferinoglu.blogspot.com/2016/,"Talk To Me In English : 2016",18,68,https://www.policygenius.com/blog/library/uploads/2014/07/storytelling-magicfrits-ahlefeldt-laurvig.jpg/,,,,"Dofollow, Image",404,"2020-03-27 01:21:54","2020-03-16 21:39:29",0,0,24
90,0,0,0,http://esraseferinoglu.blogspot.com/2016/04/,"Talk To Me In English : April 2016",12,25,https://www.policygenius.com/blog/library/uploads/2014/07/storytelling-magicfrits-ahlefeldt-laurvig.jpg/,,,,"Dofollow, Image",404,"2020-03-27 01:21:54","2020-03-25 08:14:47",0,0,12
91,0,0,0,http://esraseferinoglu.blogspot.com/2016/04/be-ready-you-are-teller-of-your-own.html,"Talk To Me In English : Be Ready; You Are The Teller Of Your Own Story",13,15,https://www.policygenius.com/blog/library/uploads/2014/07/storytelling-magicfrits-ahlefeldt-laurvig.jpg/,,,,"Dofollow, Image",404,"2020-03-27 01:21:54","2020-04-03 17:49:59",0,0,10
92,0,0,0,http://extraincomedairen.blogspot.com/2017/05/,"Extra Income: May 2017",78,154,https://www.policygenius.com/blog/library/uploads/2016/03/feat-cant-pay-your-taxes.jpg/,,"Images of When Do You Claim Extra Income On Taxes",,"Dofollow, Image",404,"2020-03-20 20:28:15","2020-04-16 10:09:17",0,0,105
93,0,0,0,http://extraincomedairen.blogspot.com/2017/05/when-do-you-claim-extra-income-on-taxes.html,"Extra Income: When Do You Claim Extra Income On Taxes",76,60,https://www.policygenius.com/blog/library/uploads/2016/03/feat-cant-pay-your-taxes.jpg/,,"Images of When Do You Claim Extra Income On Taxes",,"Dofollow, Image",404,"2020-03-20 20:28:15","2020-03-26 21:38:37",0,0,43
94,0,0,0,http://filetaxestsushikasu.blogspot.com/2017/03/on-social-security-do-i-file-taxes.html,"File Taxes: On Social Security Do I File Taxes",71,65,https://www.policygenius.com/blog/library/uploads/2016/02/freelancer-taxes-quarterly-social-020416.jpg/,,"Photos of On Social Security Do I File Taxes",,"Dofollow, Image, Content",404,"2020-03-27 00:26:06","2020-04-15 21:42:23",0,0,40
95,0,0,0,http://filetaxestsushikasu.blogspot.com/2017/06/file-taxes-at-library.html,"File Taxes: File Taxes At Library",85,69,https://www.policygenius.com/blog/library/uploads/2017/04/30466369651_2909719522_o.jpg/,,"Pictures of File Taxes At Library",,"Dofollow, Image",404,"2020-04-05 15:19:23","2020-03-22 20:24:36",0,0,41
96,0,0,0,http://filetaxestsushikasu.blogspot.com/2017/07/file-taxes-health-insurance.html,"File Taxes: File Taxes Health Insurance",85,63,https://www.policygenius.com/blog/library/uploads/2016/02/freelancer-taxes-quarterly-social-020416.jpg/,,"File Taxes Health Insurance Pictures",,"Dofollow, Image",404,"2020-03-27 00:26:06","2020-03-31 06:53:18",0,0,45
97,0,0,0,http://filetaxestsushikasu.blogspot.com/2017/09/file-taxes-without-1099.html,"File Taxes: File Taxes Without 1099",67,63,https://www.policygenius.com/blog/library/uploads/2015/07/renters-insurance-guide-updated.png/,,"File Taxes Without 1099 Photos",,"Dofollow, Image, Content",404,"2020-04-11 03:22:04","2020-03-27 02:58:08",0,0,43
98,0,0,0,http://helpwithhousingwazuhiro.blogspot.com/2015/01/i-need-help-paying-my-rent-asap.html,"Help With Housing: I Need Help Paying My Rent Asap",74,49,https://www.policygenius.com/blog/library/uploads/2015/07/bio-rich-moy-4.jpg/,,"Pictures of I Need Help Paying My Rent Asap",,"Dofollow, Image",404,"2020-03-19 05:28:05","2020-03-26 22:17:43",0,0,35
99,0,0,0,http://homeequityloanjimusubu.blogspot.com/2017/01/bank-of-america-home-equity-loan-rates.html,"Home Equity Loan: Bank Of America Home Equity Loan Rates",83,26,https://www.policygenius.com/blog/library/uploads/2016/03/bankofamerica-autolending.jpg/,,"Bank Of America Home Equity Loan Rates Images",,"Dofollow, Image",404,"2020-03-31 19:14:55","2020-04-19 01:05:23",0,0,17
100,0,0,0,http://homeequityloanjimusubu.blogspot.com/2017/01/bank-of-america-home-equity-loan.html,"Home Equity Loan: Bank Of America Home Equity Loan",83,57,https://www.policygenius.com/blog/library/uploads/2016/03/bankofamerica-autolending.jpg/,,"Bank Of America Home Equity Loan Images",,"Dofollow, Image",404,"2020-03-31 19:14:55","2020-04-17 11:34:17",0,0,23
101,0,0,0,http://homeequityloanjimusubu.blogspot.com/2017/08/,"Home Equity Loan: August 2017",88,148,https://www.policygenius.com/blog/library/uploads/2016/03/bankofamerica-autolending.jpg/,,"Home Equity Loan Rates Bank Of America Pictures",,"Dofollow, Image",404,"2020-03-31 19:14:55","2020-03-29 20:17:33",0,0,89
102,0,0,0,http://homeequityloanjimusubu.blogspot.com/2017/08/home-equity-loan-rates-bank-of-america.html,"Home Equity Loan: Home Equity Loan Rates Bank Of America",86,32,https://www.policygenius.com/blog/library/uploads/2016/03/bankofamerica-autolending.jpg/,,"Home Equity Loan Rates Bank Of America Pictures",,"Dofollow, Image",404,"2020-03-31 19:14:55","2020-04-05 16:23:16",0,0,22
103,0,0,0,http://homeequityloansheizai.blogspot.com/2017/01/bank-of-america-home-equity-loan-rates.html,"Home Equity Loans: Bank Of America Home Equity Loan Rates",64,36,https://www.policygenius.com/blog/library/uploads/2016/03/bankofamerica-autolending.jpg/,,"Pictures of Bank Of America Home Equity Loan Rates",,"Dofollow, Image",404,"2020-03-31 19:14:55","2020-04-17 08:11:18",0,0,19
104,0,0,0,http://homeequityloansheizai.blogspot.com/2017/02/getting-home-equity-loan-with-poor.html,"Home Equity Loans: Getting A Home Equity Loan With Poor Credit",70,66,https://www.policygenius.com/blog/library/uploads/2016/03/bankofamerica-autolending.jpg/,,"Photos of Getting A Home Equity Loan With Poor Credit",,"Dofollow, Image",404,"2020-03-31 19:14:55","2020-04-20 02:47:19",0,0,45
105,0,0,0,http://homeequityloansheizai.blogspot.com/2017/08/home-equity-loan-rates-bank-of-america.html,"Home Equity Loans: Home Equity Loan Rates Bank Of America",89,39,https://www.policygenius.com/blog/library/uploads/2016/03/bankofamerica-autolending.jpg/,,"Home Equity Loan Rates Bank Of America Photos",,"Dofollow, Image",404,"2020-03-31 19:14:55","2020-04-19 08:02:11",0,0,24
106,0,0,0,http://homefinancezukusei.blogspot.com/2017/02/going-into-nursing-home-finance.html,"Home Finance: Going Into A Nursing Home Finance",70,64,https://www.policygenius.com/blog/library/uploads/2017/05/megan-mccormick-author.jpg/,,"Images of Going Into A Nursing Home Finance",,"Dofollow, Image, Content",404,"2020-03-27 06:15:24","2020-04-17 06:54:47",0,0,45
107,0,0,0,http://homefinancezukusei.blogspot.com/2017/02/going-into-nursing-home-finance.html,"Home Finance: Going Into A Nursing Home Finance",70,64,https://www.policygenius.com/blog/library/uploads/2017/05/retirement-home-feature-052617.jpg/,,"Going Into A Nursing Home Finance Images",,"Dofollow, Image, Content",404,"2020-03-22 21:14:44","2020-04-17 06:54:47",0,0,45
108,0,0,0,http://homeloanmortgagebeiribu.blogspot.com/2017/08/home-loan-mortgage-fees.html,"Home Loan Mortgage: Home Loan Mortgage Fees",58,59,https://www.policygenius.com/blog/library/uploads/2016/12/mortgage-earnest-feature-120216.jpg/,,"Pictures of Home Loan Mortgage Fees",,"Dofollow, Image",404,"2020-04-14 03:16:39","2020-04-01 13:21:24",0,0,44
109,0,0,0,http://homemortgagehanamaya.blogspot.com/2017/02/irs-home-mortgage-interest-deduction.html,"Home Mortgage: Irs Home Mortgage Interest Deduction",87,58,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Images of Irs Home Mortgage Interest Deduction",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-03-31 02:48:44",0,0,41
110,0,0,0,http://homemortgagehanamaya.blogspot.com/2017/04/second-home-mortgage-interest-deduction.html,"Home Mortgage: Second Home Mortgage Interest Deduction",79,69,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Second Home Mortgage Interest Deduction",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-04-16 10:56:01",0,0,46
111,0,0,0,http://homemortgagesmichisai.blogspot.com/2017/02/irs-home-mortgage-interest-deduction.html,"Home Mortgages: Irs Home Mortgage Interest Deduction",68,63,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Images of Irs Home Mortgage Interest Deduction",,"Dofollow, Image, Content",404,"2020-03-19 23:03:55","2020-04-03 06:22:51",0,0,45
112,0,0,0,http://homemortgagesmichisai.blogspot.com/2017/04/second-home-mortgage-interest-deduction.html,"Home Mortgages: Second Home Mortgage Interest Deduction",73,75,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Second Home Mortgage Interest Deduction Photos",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-04-18 03:25:46",0,0,51
113,0,0,0,http://homemortgagesmichisai.blogspot.com/2017/07/home-mortgage-interest-deduction.html,"Home Mortgages: Home Mortgage Interest Deduction",80,68,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Images of Home Mortgage Interest Deduction",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-03-26 18:48:37",0,0,46
114,0,0,0,http://homemortgagesmichisai.blogspot.com/2017/07/home-mortgage-interest.html,"Home Mortgages: Home Mortgage Interest",80,67,https://www.policygenius.com/blog/library/uploads/2016/03/irs-home-mortgage-interest-deductions.png/,,"Pictures of Home Mortgage Interest",,"Dofollow, Image",404,"2020-03-19 23:03:55","2020-03-29 06:14:36",0,0,46
115,0,0,0,http://insurancecompareyasuzue.blogspot.com/2017/03/life-insurance-compare-quotes.html,"Insurance Compare: Life Insurance Compare Quotes",82,59,https://www.policygenius.com/blog/library/uploads/2016/06/policygenius-track-and-compare-life-insurance-quotes-tool.pdf/,,"Track & Compare Life Insurance Quotes - PolicyGenius",,Dofollow,404,"2020-04-09 21:19:08","2020-04-16 18:23:27",0,0,39
116,0,0,0,http://insuranceexambirugita.blogspot.com/2015/06/california-life-insurance-exam-questions.html,"Insurance Exam: California Life Insurance Exam Questions",61,57,https://www.policygenius.com/blog/library/uploads/2015/09/chart1-60-year-old-guaranteed-unit.jpg/,,"California Life Insurance Exam Questions Images",,"Dofollow, Image",404,"2020-04-10 07:42:28","2020-04-18 21:13:27",0,0,42
117,0,0,0,http://irshelpdakeiji.blogspot.com/2017/05/irs-help-cant-pay.html,"Irs Help: Irs Help Cant Pay",49,47,https://www.policygenius.com/blog/library/uploads/2016/03/feat-cant-pay-your-taxes.jpg/,,"Irs Help Cant Pay Images",,"Dofollow, Image",404,"2020-03-20 20:28:15","2020-04-07 02:46:35",0,0,40
118,0,0,0,"http://localfindattorney.com/searchblock.php?q=increasing premium term life insurance","Search results for increasing premium term life insurance - LocalToUs",13,8,https://www.policygenius.com/life-insurance/define/increasing-term-life-insurance,,"Definition of increasing term life insurance - Policygenius",,Dofollow,404,"2020-03-21 03:09:44","2020-03-13 03:46:16",0,0,5
119,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/02/is-mortgage-protection-insurance-worth.html,"Mortgage Protection: Is Mortgage Protection Insurance Worth It",64,56,https://www.policygenius.com/blog/library/uploads/2016/02/feat-rocket-mortgage.jpg/,,"Is Mortgage Protection Insurance Worth It Images",,"Dofollow, Image",404,"2020-04-15 07:41:17","2020-04-07 20:11:09",0,0,38
120,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/02/is-mortgage-protection-insurance-worth.html,"Mortgage Protection: Is Mortgage Protection Insurance Worth It",64,56,https://www.policygenius.com/blog/library/uploads/2016/05/what-is-pmi-featured-061716.jpg/,,"Is Mortgage Protection Insurance Worth It Pictures",,"Dofollow, Image",404,"2020-04-13 07:22:04","2020-04-07 20:11:09",0,0,38
121,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/02/is-mortgage-protection-insurance-worth.html,"Mortgage Protection: Is Mortgage Protection Insurance Worth It",64,56,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"Is Mortgage Protection Insurance Worth It Photos",,"Dofollow, Image",404,"2020-04-01 07:32:19","2020-04-07 20:11:09",0,0,38
122,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/03/loan-and-mortgage-protection.html,"Mortgage Protection: Loan And Mortgage Protection",77,66,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"Pictures of Loan And Mortgage Protection",,"Dofollow, Image, Content",404,"2020-04-01 07:32:19","2020-04-15 23:10:25",0,0,51
123,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/05/what-is-mortgage-protection-policy.html,"Mortgage Protection: What Is A Mortgage Protection Policy",78,58,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"What Is A Mortgage Protection Policy Pictures",,"Dofollow, Image",404,"2020-04-01 07:32:19","2020-04-18 13:03:41",0,0,42
124,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/06/mortgage-protection-event.html,"Mortgage Protection: Mortgage Protection Event",84,56,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"Mortgage Protection Event Pictures",,"Dofollow, Image, Content",404,"2020-04-01 07:32:19","2020-04-14 12:19:17",0,0,38
125,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/06/mortgage-protection-guide.html,"Mortgage Protection: Mortgage Protection Guide",84,63,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"Images of Mortgage Protection Guide",,"Dofollow, Image",404,"2020-04-01 07:32:19","2020-04-17 13:59:24",0,0,46
126,0,0,,http://mortgageprotectionbirakushi.blogspot.com/2017/08/,"Mortgage Protection: August 2017",93,152,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"Mortgage Protection Term Insurance Pictures",,"Dofollow, Image",404,"2020-04-01 07:32:19","2020-04-16 15:49:31",0,0,99
127,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/08/mortgage-protection-policy.html,"Mortgage Protection: Mortgage Protection Policy",91,62,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"Mortgage Protection Policy Images",,"Dofollow, Image",404,"2020-04-01 07:32:19","2020-04-15 05:06:05",0,0,42
128,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/08/mortgage-protection-term-insurance.html,"Mortgage Protection: Mortgage Protection Term Insurance",91,56,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"Mortgage Protection Term Insurance Pictures",,"Dofollow, Image",404,"2020-04-01 07:32:19","2020-04-17 05:46:21",0,0,41
129,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/09/mortgage-protection-trust.html,"Mortgage Protection: Mortgage Protection Trust",68,63,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"Mortgage Protection Trust Pictures",,"Dofollow, Image",404,"2020-04-01 07:32:19","2020-04-17 16:04:45",0,0,39
130,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/09/mortgage-protection-video.html,"Mortgage Protection: Mortgage Protection Video",67,69,https://www.policygenius.com/blog/library/uploads/2017/04/mortgage-protection-insurance-feature-042117.jpg/,,"Mortgage Protection Video",,"Dofollow, Image",404,"2020-04-01 07:32:19","2020-04-19 05:30:21",0,0,50
131,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/09/mortgage-protection-worth-it.html,"Mortgage Protection: Mortgage Protection Worth It",67,64,https://www.policygenius.com/blog/library/uploads/2016/02/feat-rocket-mortgage.jpg/,,"Mortgage Protection Worth It Photos",,"Dofollow, Image",404,"2020-04-15 07:41:17","2020-04-15 04:14:15",0,0,40
132,0,0,0,http://mortgageprotectionbirakushi.blogspot.com/2017/09/mortgage-protection-worth-it.html,"Mortgage Protection: Mortgage Protection Worth It",67,64,https://www.policygenius.com/blog/library/uploads/2016/05/what-is-pmi-featured-061716.jpg/,,"Photos of Mortgage Protection Worth It",,"Dofollow, Image, Content",404,"2020-04-13 07:22:04","2020-04-15 04:14:15",0,0,40
133,0,0,0,http://onlinecollegessboreina.blogspot.com/2017/01/easiest-online-colleges.html,"Online Collegess: Easiest Online Colleges",75,60,https://www.policygenius.com/blog/library/uploads/2016/08/pg-easiestwayonline-applyonline-728x90@2x.png/,,"Pictures of Easiest Online Colleges",,"Dofollow, Image",404,"2020-04-13 15:24:47","2020-03-28 00:05:38",0,0,42
134,0,0,0,http://owetaxesbakatahi.blogspot.com/2017/03/if-i-owe-taxes-can-i-pay-in-installments.html,"Owe Taxes: If I Owe Taxes Can I Pay In Installments",70,49,https://www.policygenius.com/blog/library/uploads/2015/10/feat-t-mobile-hack-data-experian.jpg/,,"If I Owe Taxes Can I Pay In Installments Pictures",,"Dofollow, Image",404,"2020-04-14 03:10:43","2020-04-16 21:26:00",0,0,36
135,0,0,0,http://owetaxesbakatahi.blogspot.com/2017/06/what-makes-you-owe-taxes.html,"Owe Taxes: What Makes You Owe Taxes",62,60,https://www.policygenius.com/blog/library/uploads/2016/03/feat-cant-pay-your-taxes.jpg/,,"Photos of What Makes You Owe Taxes",,"Dofollow, Image, Content",404,"2020-03-20 20:28:15","2020-04-16 15:15:55",0,0,48
136,0,0,0,http://owetaxesbakatahi.blogspot.com/2017/08/owe-taxes-instead-of-refund.html,"Owe Taxes: Owe Taxes Instead Of Refund",59,63,https://www.policygenius.com/blog/library/uploads/2016/03/feat-cant-pay-your-taxes.jpg/,,"Photos of Owe Taxes Instead Of Refund",,"Dofollow, Image, Content",404,"2020-03-20 20:28:15","2020-04-19 11:37:01",0,0,41
137,0,0,0,http://paytaxkazurito.blogspot.com/2017/09/pay-tax-using-credit-card.html,"Pay Tax: Pay Tax Using Credit Card",71,59,https://www.policygenius.com/blog/library/uploads/2016/04/uncle-sam-balloon-social-040516.jpg/,,"Pay Tax Using Credit Card",,"Dofollow, Image",404,"2020-04-17 08:57:47","2020-04-04 01:11:52",0,0,46
138,0,0,0,http://plussizefamilypajamas.com/family/date/2017/05/page/16/,"May, 2017 | Family Clothes - Part 16",75,139,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-04-20 13:02:01",0,0,40
139,0,0,0,http://plussizefamilypajamas.com/family/date/2017/05/page/42/,"May, 2017 | Family Clothes - Part 42",75,143,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-03-27 04:50:40",0,0,62
140,0,0,0,http://plussizefamilypajamas.com/family/date/2017/06/page/41/,"June, 2017 | Family Clothes - Part 41",75,154,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-04-18 19:17:22",0,0,56
141,0,0,0,http://plussizefamilypajamas.com/family/date/2017/07/page/22/,"July, 2017 | Family Clothes - Part 22",75,148,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-04-01 19:35:58",0,0,78
142,0,0,0,http://plussizefamilypajamas.com/family/date/2017/07/page/55/,"July, 2017 | Family Clothes - Part 55",75,132,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-04-06 21:34:37",0,0,55
143,0,0,0,http://plussizefamilypajamas.com/family/how-long-are-graduation-gowns-4311/,"How Long Are Graduation Gowns | Family Clothes",69,32,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-03-29 19:19:38",0,0,18
144,0,0,0,http://plussizefamilypajamas.com/family/how-long-are-graduation-gowns-supposed-to-be-5034/,"How Long Are Graduation Gowns Supposed To Be | Family Clothes",69,31,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-03-23 20:22:34",0,0,15
145,0,0,0,http://plussizefamilypajamas.com/family/how-long-is-a-graduation-gown-supposed-to-be-4467/,"How Long Is A Graduation Gown Supposed To Be | Family Clothes",69,31,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-03-18 14:59:30",0,0,15
146,0,0,0,http://plussizefamilypajamas.com/family/how-long-should-a-graduation-gown-be-5688/,"How Long Should A Graduation Gown Be | Family Clothes",69,32,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-04-12 03:38:34",0,0,22
147,0,0,0,http://plussizefamilypajamas.com/family/how-long-should-graduation-gown-be-5487/,"How Long Should Graduation Gown Be | Family Clothes",69,32,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-04-10 22:26:42",0,0,22
148,0,0,0,http://plussizefamilypajamas.com/gowns/page/130/,"Gowns | Family Clothes - Part 130",76,152,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-03-26 17:35:13",0,0,56
149,0,0,0,http://plussizefamilypajamas.com/gowns/page/22/,"Gowns | Family Clothes - Part 22",76,149,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-04-18 19:48:11",0,0,78
150,0,0,0,http://plussizefamilypajamas.com/gowns/page/225/,"Gowns | Family Clothes - Part 225",76,145,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Student loan cosigner? Buy your kid life insurance",,"Dofollow, Image, Content",404,"2020-04-12 13:23:41","2020-03-12 18:35:48",0,0,53
151,0,0,0,http://plussizefamilypajamas.com/gowns/page/251/,"Gowns | Family Clothes - Part 251",76,156,https://www.policygenius.com/blog/library/uploads/2014/11/graduation-1300x867.jpg/,,"Save money by paying student loan interest in college - PolicyGenius",,"Dofollow, Image",404,"2020-04-12 13:23:41","2020-03-24 08:05:06",0,0,58
