#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
154,22,https://www.thebalance.com/sep-ira-options-2894580,"Self-Employed Retirement Plan Option SEP-IRAs",62,24,http://www.vanguard.com/notfound.htm,Nofollow,"Here is a helpful contribution",calculator,"that may be used to determine maximum annual contributions to",404,"2020-03-26 03:18:41",2020-04-19T13:27:35Z
155,22,https://www.thebalance.com/hoa-dues-costs-4165713,"HOA Dues: What You Need to Know Before Buying",60,23,https://www.realtor.com/advice/buy/homeowners-guide-to-hoas-homeowners-associations/,Nofollow,"Realtor.com. ""","A Homeowner's Guide to HOAs: Homeowners Associations, Explained","."" Accessed March 28, 2020.",404,"2020-02-03 09:56:28",2020-04-18T15:49:19Z
156,22,https://www.thebalance.com/tenants-by-entirety-versus-joint-tenants-3974805,"Tenants by the Entirety vs. Joint Tenants With Survivorship Rights",63,69,https://www.fidelity.com/viewpoints/personal-finance/estate-planning-for-a-home,Nofollow,"Fidelity. ""","Estate Planning for the Home",","" Accessed Dec. 6, 2019.",404,"2020-03-20 04:26:38",2020-04-15T17:01:30Z
157,22,https://www.thebalance.com/best-credit-cards-for-no-credit-4767777,"Best Credit Cards for No Credit of February 2020",78,23,https://ct.buyright.com/rd/r.php?pub=650271;btn_container=entity_card;trn_id=nc9c3f4e97afc4aa49abf32f6c80fbac223;dd_pm=affiliate;var2=4767777;card_id=c37f3361-60b6-4212-a51e-9bc2ca0703de;dd_pm_cat=credit_card;list_num=5,Nofollow,,"Next Steps",,404,"2020-02-08 23:36:19",2020-02-07T23:24:09Z
158,22,https://www.thebalance.com/democrats-vs-republicans-which-is-better-for-the-economy-4771839,"Democrats vs. Republicans: Which Is Better for the Economy?",80,66,https://lplresearch.com/2018/11/12/is-gridlock-good-for-the-markets/,Nofollow,"LPL Financial Research. ""","Is Gridlock Good for the Markets?",""" Accessed April 6, 2020.",404,"2020-04-17 11:26:54",2020-04-20T01:26:20Z
159,22,https://www.thebalance.com/who-should-not-convert-to-a-roth-ira-2894480,"Should You Make a Roth Conversion or Not?",49,24,https://www.fidelity.com/viewpoints/retirement/tax-savvy-roth-conversions,Nofollow,"Fidelity. ""","Tax-Savvy Roth IRA Conversions",","" Accessed Dec. 5, 2019.",404,"2020-03-22 03:52:04",2020-04-16T05:43:15Z
160,22,https://www.thebalance.com/stop-fighting-about-finances-2385842,"Fighting Over Finances? 5 Tips to Stop the Money Fights",53,19,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Emergency fund: Why you need one","."" Accessed Feb. 28, 2020.",404,"2020-03-26 03:18:41",2020-04-20T12:15:59Z
161,22,https://www.thebalance.com/best-bond-funds-for-rising-interest-rates-2466827,"Best Bond Funds for Rising Interest Rates",66,26,http://www.vanguard.com/notfound.htm,Nofollow,"rates and growing economies. A standout fund for TIPS is","Vanguard Inflation Protected Securites Fund (VIPSX)",.,404,"2020-03-26 03:18:41",2020-04-19T21:43:05Z
162,22,https://www.thebalance.com/sep-ira-contribution-limits-and-deadlines-3859079,"SEP-IRA Contribution Limits and Deadlines",72,27,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard provides a useful",calculator,"to help you determine your maximum contributions to a SEP-IRA.",404,"2020-03-26 03:18:41",2020-04-20T17:03:01Z
163,22,https://www.thebalance.com/can-i-insure-a-car-in-another-state-4149562,"Can I Insure a Car in Another State?",49,30,https://georgia.gov/popular-topic/moving-georgia,Dofollow,"State of Georgia. ""","Moving to Georgia","."" Accessed Jan. 31, 2020.",404,"2020-04-13 17:06:42",2020-04-19T02:46:47Z
164,22,https://www.thebalance.com/2014-death-tax-exemption-3505463,"2014 State Death Tax Exemption and Rate Chart",83,20,https://commonsenseestateplanning.wordpress.com/2014/05/31/maryland-estate-tax-changes-go-into-effect-in-2015/,Dofollow,"Refer to Maryland Estate Tax Changes Go Into Effect in 2015","for more information","about these changes.","Cannot resolve host","2020-03-18 04:42:14",2020-04-20T16:49:27Z
165,22,https://www.thebalance.com/early-retirement-affects-benefits-2894593,"How Early Retirement Affects Your Social Security Benefits",53,21,https://www.ssa.gov/planners/retire/1937.html,Dofollow,"Social Security Administration. ""","Benefits Planner: Retirement: If You Were Born in 1937 Your Full Retirement Age Is 65","."" Accessed March 13, 2020.",404,"2020-04-20 03:09:09",2020-04-19T22:49:34Z
166,21,https://www.thebalance.com/what-are-mutual-fund-class-r-shares-2466763,"R Shares Mutual Funds Definition and Example",49,20,http://www.vanguard.com/notfound.htm,Nofollow,"However, compare that to the Vanguard Growth Index(",VIGRX,"), which has an expense ratio of 0.18%, and you",404,"2020-03-26 03:18:41",2020-04-18T18:39:20Z
167,21,https://www.thebalance.com/what-is-an-intermediate-term-bond-fund-2894170,"What Are Intermediate-Term Bond Funds?",61,32,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Bond Fund Basics: Maturity and Stability","."" Accessed April 5, 2020.",404,"2020-03-26 03:18:41",2020-04-20T15:54:45Z
167,21,https://www.thebalance.com/what-is-an-intermediate-term-bond-fund-2894170,"What Are Intermediate-Term Bond Funds?",61,32,https://tools.finra.org/fund_analyzer/,Dofollow,"The Financial Industry Regulatory Authority (FINRA) offers a","Fund Analyzer","that offers information and analysis on more than 18,000 funds",404,"2020-03-15 23:13:32",2020-04-20T15:54:45Z
168,21,https://www.thebalance.com/how-much-should-i-contribute-to-my-401k-plan-2388217,"How Much Should I Put in My 401(k) Plan?",49,22,http://www.vanguard.com/notfound.htm,Nofollow,"Online retirement income calculators, such as","Vanguard's calculator",", can help you estimate the amount you need to",404,"2020-03-26 03:18:41",2020-04-18T07:39:19Z
169,21,https://www.thebalance.com/how-to-achieve-financial-success-4121181,"Ways to Achieve Financial Success in 2020",53,30,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","How to Open an IRA","."" Accessed Feb. 17, 2020.",404,"2020-03-26 03:18:41",2020-04-20T14:44:32Z
170,21,https://www.thebalance.com/best-free-retirement-accounts-4171336,"Best Free Retirement Accounts of 2020",56,28,http://www.vanguard.com/notfound.htm,Nofollow,,"Lowest Fee: Vanguard",,404,"2020-03-26 03:18:41",2020-04-18T02:32:38Z
171,21,https://www.thebalance.com/best-bond-funds-from-vanguard-investments-2466336,"The Best Bond Funds From Vanguard Investments",57,20,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Intermediate-Term Investment Grade(",VFICX,"): Although VFICX isn't an index fund, it's expense ratio",404,"2020-03-26 03:18:41",2020-04-19T21:44:17Z
172,21,https://www.thebalance.com/etf-tax-advantages-over-mutual-funds-1215121,"ETF Tax Advantages Over Mutual Funds",56,26,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Tax-Saving Investments","."" Accessed March 23, 2020.",404,"2020-03-26 03:18:41",2020-04-19T21:51:48Z
173,21,https://www.thebalance.com/stress-test-retirement-income-plan-2388487,"Using Monte Carlo Simulations to Test Retirement Plans",49,19,http://www.vanguard.com/notfound.htm,Nofollow,"and retirement calculators for consumers, such as Retirement Simulation and","Vanguard's Retirement Calculator",", rely on Monte Carlo simulations to provide investors a",404,"2020-03-26 03:18:41",2020-04-19T22:46:18Z
174,21,https://www.thebalance.com/reasons-dont-buy-index-funds-357183,"Why Some Sophisticated Investors Don’t Buy Index Funds",68,23,http://www.vanguard.com/notfound.htm,Nofollow,"The Vanguard Group. ""","John C. Bogle","."" Accessed Jan. 29, 2020.",404,"2020-03-26 03:18:41",2020-04-20T07:49:46Z
175,21,https://www.thebalance.com/renewable-energy-industry-current-state-trends-outlook-4684187,"Renewable Energy: Definition, Sources, Benefits, Future",76,50,https://www.bp.com/en/global/corporate/sustainability/climate-change/electric-vehicles.html,Dofollow,"or industrial use, must switch to electric heat pumps. The","BP outlook estimates","there will be 300 million electric cars in the United",404,"2020-04-09 17:57:51",2020-04-20T03:29:13Z
176,21,https://www.thebalance.com/militarism-definition-history-impact-4685060,"Militarism: Definition, History, Impact",87,36,https://www.eisenhowerlibrary.gov/research/online_documents/farewell_address.html,Dofollow,"In 1961, President Dwight Eisenhower","warned of the U.S. military-industrial complex","in his farewell speech. He admitted that the Cold War",404,"2020-04-05 14:31:27",2020-04-17T14:18:52Z
177,21,https://www.thebalance.com/best-high-yield-bond-funds-4157881,"Best High Yield Bond Funds",63,27,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard High-Yield Corporate (",VWEHX,"): Investors looking for high yields and wanting to take",404,"2020-03-26 03:18:41",2020-04-19T09:00:19Z
178,21,https://www.thebalance.com/sea-level-rise-and-climate-change-4158037,"Sea Level Rise: Effects, Causes, Projections, Solutions",51,133,https://climateandsecurity.files.wordpress.com/2017/06/12_migration-and-displacement.pdf,Dofollow,"The IPCC made this forecast in 2007. A two-foot rise would","flood tens of millions","of people living in low-lying areas. It would swamp many U.S. East","Cannot resolve host","2020-01-31 09:04:14",2020-04-19T22:14:23Z
178,21,https://www.thebalance.com/sea-level-rise-and-climate-change-4158037,"Sea Level Rise: Effects, Causes, Projections, Solutions",51,133,http://climateandsecurity.files.wordpress.com/2017/06/12_migration-and-displacement.pdf,Dofollow,,"Migration is increased","as residents flee from flooding coastal areas. Low-lying island nations, such","Cannot resolve host","2020-01-31 09:04:14",2020-04-19T22:14:23Z
179,21,https://www.thebalance.com/tax-deduction-for-financial-advisor-fees-2388664,"How to Take a Tax Deduction for Financial Adviser Fees",63,30,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Partner With an Advisor",","" Accessed April 17, 2020.",404,"2020-03-26 03:18:41",2020-04-20T16:18:59Z
180,21,https://www.thebalance.com/how-swiss-bank-accounts-work-4156553,"How Swiss Bank Accounts Work",59,27,https://www.irs.gov/businesses/income-from-abroad-is-taxable,Dofollow,"stability, and other issues. Speak with a tax attorney to","understand your obligations","as a U.S. taxpayer.",404,"2020-04-02 13:48:45",2020-04-19T01:31:24Z
180,21,https://www.thebalance.com/how-swiss-bank-accounts-work-4156553,"How Swiss Bank Accounts Work",59,27,https://www.swissbanking.org/en/topics/current-issues/fatca-foreign-account-tax-compliance-act/fatca,Nofollow,"especially hard to pull off as a result of the","Foreign Account Tax Compliance Act (FATCA)",". FACTA is U.S. law, but Swiss banks have agreed",404,"2020-03-31 21:27:12",2020-04-19T01:31:24Z
181,21,https://www.thebalance.com/best-retirement-plans-4175463,"Best Retirement Plans of 2020",56,31,http://www.vanguard.com/notfound.htm,Nofollow,,"Best for Low-Fee Funds: Vanguard",,404,"2020-03-26 03:18:41",2020-04-19T15:08:08Z
182,21,https://www.thebalance.com/deforestations-economic-impact-4163723,"Deforestation: Definition, Facts, Causes, Effects, Solutions",57,71,https://rainforestfoundation.org/logging/,Nofollow,"You can also","avoid products","such as guitars, furniture, and other products made from tropical hardwoods such",404,"2020-04-11 17:53:46",2020-04-19T22:00:17Z
183,20,https://www.thebalance.com/what-are-hybrid-funds-2466758,"Hybrid Funds Definition and Examples - Mutual Funds",50,19,http://www.vanguard.com/notfound.htm,Nofollow,"2040, they could choose a fund likeVanguard Target Retirement 2040(",VFORX,"). Had the investor first bought shares of VFORX in",404,"2020-03-26 03:18:41",2020-04-19T14:06:16Z
184,20,https://www.thebalance.com/hey-dave-ramsey-what-is-growth-and-income-3972910,"Dave Ramsey Growth and Income Funds",56,21,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Growth and Income Fund Investor Shares (VQNPX)","."" Accessed March 30, 2020.",404,"2020-03-26 03:18:41",2020-04-19T22:04:33Z
185,20,https://www.thebalance.com/best-mutual-funds-for-safety-and-stable-returns-2466369,"The Best Mutual Funds for Stable Returns",61,30,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Short-Term Treasury Fund Investor Shares (VFISX)",","" Accessed Nov. 29, 2019.",404,"2020-03-26 03:18:41",2020-04-20T15:55:57Z
186,20,https://www.thebalance.com/best-reit-etfs-4174043,"The 8 Best REIT ETFs of 2020",54,28,http://www.vanguard.com/notfound.htm,Nofollow,,"Best Overall: Vanguard Real Estate ETF (VNQ)",,404,"2020-03-26 03:18:41",2020-04-20T18:05:00Z
187,20,https://www.thebalance.com/erie-insurance-an-overview-4781738,"Erie Insurance: An Overview",59,26,https://www.erieinsurance.com/yourturn,Nofollow,,"ERIE YourTurn","for young drivers is an app-based driving telematics program that",404,"2020-03-17 06:32:13",2020-04-19T21:46:09Z
188,20,https://www.thebalance.com/adr-fees-and-your-international-stock-investments-357515,"ADR Fees and Your International Stock Investments",61,18,https://www.coca-cola.com/global/,Nofollow,"a stock quote for a U.S. company— General Electric or",Coca-Cola,"would be good examples—the dividend rate and dividend yield are",404,"2020-03-25 07:22:34",2020-04-19T07:13:02Z
189,20,https://www.thebalance.com/the-average-cost-of-a-kitchen-remodel-4584838,"The Average Cost of a Kitchen Remodel",60,20,https://www.nahb.org/en/news-and-publications/press-releases/2018/05/bathrooms-overtake-kitchens-as-most-popular-remodeling-project-according-to-nahb-survey.aspx,Dofollow,"remodels are the second-most popular home renovation, according to the","National Association of Homebuilders (NAHB)",", accounting for 78% of projects last year.",404,"2020-03-17 16:08:17",2020-04-21T03:17:39Z
190,20,https://www.thebalance.com/vanguard-funds-for-conservative-investors-2466333,"Best Vanguard Funds Conservative Investors - Low Risk Funds",55,23,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","See the difference low cost funds can make","."" Accessed March 13, 2020.",404,"2020-03-26 03:18:41",2020-04-20T17:17:48Z
191,20,https://www.thebalance.com/taxes-when-you-retire-overseas-3971525,"Taxes When You Retire Overseas",47,21,https://www.fidelity.com/viewpoints/personal-finance/401k-inheritance-tips,Nofollow,"Fidelity Investments. ""","401(k)s and Estates: What You Need to Know.",""" Accessed Dec. 11, 2019.",404,"2020-04-09 15:35:35",2020-04-19T21:41:45Z
192,20,https://www.thebalance.com/the-benefits-of-forming-a-nevada-llc-357533,"Forming a Nevada LLC",59,23,https://www.leg.state.nv.us/nrs/NRS-086.html,Dofollow,"Nevada Legislature. ""","Chapter 86: Limited-Liability Companies","."" Accessed Feb. 3, 2020.",404,"2020-03-28 15:26:53",2020-04-18T13:21:08Z
193,20,https://www.thebalance.com/how-to-build-the-best-lazy-portfolio-2466533,"How to Build the Best Lazy Portfolio",59,22,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Target Retirement 2030 Fund (VTHRX)","."" Accessed March 20, 2020.",404,"2020-03-26 03:18:41",2020-04-19T22:28:36Z
194,20,https://www.thebalance.com/best-target-date-retirement-funds-2466330,"Best Target Date Mutual Funds - Lifecycle Funds",59,20,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Investments. ""","Vanguard Target Retirement Funds","."" Accessed February 25, 2020.",404,"2020-03-26 03:18:41",2020-04-19T22:35:07Z
195,20,https://www.thebalance.com/invest-in-the-healthcare-sector-with-etfs-1215182,"Invest in Health Care With List of Healthcare ETFs",56,30,http://www.vanguard.com/notfound.htm,Nofollow,,"Vanguard ETFs",,404,"2020-03-26 03:18:41",2020-04-15T15:02:06Z
196,20,https://www.thebalance.com/what-is-growth-and-income-2466767,"Growth and Income Funds Definition and Examples",50,20,http://www.vanguard.com/notfound.htm,Nofollow,"Income ( FGRIX ) and Vanguard Growth & Income (",VQNPX,"), which invest in growth stocks and value stocks, with",404,"2020-03-26 03:18:41",2020-04-20T12:13:59Z
197,20,https://www.thebalance.com/how-to-choose-the-best-bond-funds-4050016,"How to Choose the Best Bond Funds",61,19,http://www.vanguard.com/notfound.htm,Nofollow,"municipal bond funds like Vanguard New York Tax-Exempt Fund (",VNYTX,).,404,"2020-03-26 03:18:41",2020-04-20T07:57:36Z
198,20,https://www.thebalance.com/what-are-asset-backed-securities-abs-416909,"What Are Asset-Backed Securities (ABS)?",60,20,http://www.vanguard.com/notfound.htm,Nofollow,"The Vanguard Group. ""","Vanguard Mortgage-Backed Securities ETF (VMBS).",""" Accessed Nov. 21, 2019.",404,"2020-03-26 03:18:41",2020-04-20T16:54:03Z
199,20,https://www.thebalance.com/mutual-funds-investing-in-sin-stocks-2466800,"Sin Stocks - How to Invest With Mutual Funds and ETFs",48,22,http://www.vanguard.com/notfound.htm,Nofollow,"of the best consumer staples funds areVanguard Consumer Staples ETF(",VDC,")andConsumer Staples Select Sector SPDR(",404,"2020-03-26 03:18:41",2020-04-20T09:17:05Z
200,20,https://www.thebalance.com/how-and-why-john-bogle-started-vanguard-2466413,"John Bogle - Vanguard Founder Profile",57,19,http://www.vanguard.com/notfound.htm,Nofollow,"first index fund available to the general public,Vanguard 500 Index(",VFINX,") in 1976. To this day, the fund is one",404,"2020-03-26 03:18:41",2020-04-20T17:52:23Z
201,20,https://www.thebalance.com/best-funds-for-young-investors-2466344,"Best Funds for Young Investors",66,18,http://www.vanguard.com/notfound.htm,Nofollow,"choice for you might be Vanguard Target Retirement 2045 (",VTIVX,"). Then you can end your research, periodically add new money",404,"2020-03-26 03:18:41",2020-04-20T15:08:41Z
202,20,https://www.thebalance.com/best-and-worst-bond-funds-2466870,"Finding the Best Index Bond Funds and Avoiding the Worst",54,23,http://www.vanguard.com/notfound.htm,Nofollow,"( AGG ) andVanguard Total Bond Market Index Fund(",VBMFX,"). However, also keep in mind that index funds are",404,"2020-03-26 03:18:41",2020-04-19T06:33:42Z
203,20,https://www.thebalance.com/conservative-mutual-fund-portfolio-example-2466527,"Conservative Mutual Funds Definition and Example",54,18,http://www.vanguard.com/notfound.htm,Nofollow,"historically averaged above the rate of inflation isVanguard Wellesley Income(",VWINX,"). For example, one of the worst years for stocks",404,"2020-03-26 03:18:41",2020-04-20T18:03:53Z
204,20,https://www.thebalance.com/most-forgotten-budget-items-2385700,"Forgotten Items That May Blow Your Budget",70,18,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Emergency fund: Why you need one","."" Accessed Feb. 18, 2020.",404,"2020-03-26 03:18:41",2020-04-20T07:47:09Z
205,20,https://www.thebalance.com/extreme-weather-definition-effects-on-the-economy-4589684,"Extreme Weather: Definition, Effects on the Economy",55,83,https://rainforestfoundation.org/logging/,Nofollow,"with generic vegetable oil as an ingredient. You can also","avoid products","such as guitars, furniture, and other products made from tropical",404,"2020-04-11 17:53:46",2020-04-14T00:56:30Z
206,20,https://www.thebalance.com/best-technology-mutual-funds-to-buy-4155290,"Best Technology Mutual Funds to Buy 2020",60,25,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Information Technology Index Fund Admiral Shares","."" Accessed March 25, 2020.",404,"2020-03-26 03:18:41",2020-04-20T14:10:27Z
207,20,https://www.thebalance.com/protecting-americans-from-tax-hikes-act-of-2015-3192833,"Protecting Americans from Tax Hikes Act of 2015",62,32,https://workcolleges.org/about-work-colleges,Nofollow,"received from a comprehensive student work-learning-service program operated by a","work college",". The work-learning-service program must be required to qualify for",404,"2020-04-07 20:21:20",2020-04-19T07:35:34Z
208,20,https://www.thebalance.com/retirement-income-funds-2466746,"Finding the Best Retirement Income Funds",63,18,http://www.vanguard.com/notfound.htm,Nofollow,,"The Vanguard Managed Payout Distribution Focus Fund Investor Shares (VDPFX)",,404,"2020-03-26 03:18:41",2020-04-20T11:03:25Z
209,20,https://www.thebalance.com/tax-loss-harvesting-2466541,"The Theory of How Tax-Loss Harvesting Works",57,26,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Offsetting Gains Through Tax-Loss Harvesting","."" Accessed April 7, 2020.",404,"2020-03-26 03:18:41",2020-04-18T02:31:04Z
210,20,https://www.thebalance.com/the-difference-between-growth-funds-and-value-funds-2466437,"Difference Between Growth Funds and Value Funds",48,27,http://www.vanguard.com/notfound.htm,Nofollow,"the word ""growth"" in their names. Examples includeVanguard Growth Index(",VIGAX,") andFidelity Growth Company( FDGRX ).",404,"2020-03-26 03:18:41",2020-04-20T17:44:08Z
211,20,https://www.thebalance.com/the-risks-of-buying-only-5-star-funds-4038866,"5 Star Mutual Funds - Should You Buy Them?",57,18,http://www.vanguard.com/notfound.htm,Nofollow,"in the short-term. Funds likeVanguard Total Stock Market Index (",VTSMX,")get a 4-star rating because their returns in the 3-",404,"2020-03-26 03:18:41",2020-04-20T07:38:53Z
212,20,https://www.thebalance.com/chrome-web-store-money-management-apps-and-extensions-1293899,"Chrome Apps and Extensions for Personal Finance",55,26,https://chrome.google.com/webstore/detail/chrome-currency-converter/anbfhidldjknonaihbalghlebaijealk,Dofollow,,"Chrome Currency Converter:","This extension converts prices listed on websites to whatever currency",404,"2020-02-29 05:04:13",2020-04-20T04:52:36Z
213,19,https://www.thebalance.com/how-to-buy-a-mutual-fund-2466481,"How to Buy Mutual Funds",56,21,http://www.vanguard.com/notfound.htm,Nofollow,"mutual funds from a no-load mutual fund company (such as",Vanguard,"or T. Rowe Price or from a discount brokerage firm",404,"2020-03-26 03:18:41",2020-04-17T15:24:28Z
214,19,https://www.thebalance.com/paypal-mobile-apps-bring-digital-to-your-wallet-1293459,"Pay In-Store and Online with the PayPal Mobile App",49,23,https://www.paypal.com/webapps/mpp/security/safe-online-shopping,Dofollow,"of people around the world. The company also offers a","protection plan","that will reimburse you for the purchase price and shipping",404,"2020-04-15 19:01:21",2020-04-21T09:37:58Z
215,19,https://www.thebalance.com/the-barclays-capital-aggregate-bond-index-2466398,"Barclays Capital US Aggregate Bond Index—Mutual Funds",56,20,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard.com. ""","Does your index fund invest in you?",""" Accessed March 11, 2020.",404,"2020-03-26 03:18:41",2020-04-19T10:03:15Z
216,19,https://www.thebalance.com/how-does-a-slow-economy-affect-my-investing-strategy-2386152,"How Does a Slow Economy Affect My Investment Strategy?",72,23,https://www.fidelity.com/viewpoints/investing-ideas/investing-for-the-next-20-years,Nofollow,"Fidelity Investments. ""","Investing for the Next 20 Years","."" Accessed March 2, 2020.",404,"2020-03-22 12:56:20",2020-04-19T22:17:17Z
217,19,https://www.thebalance.com/what-are-savings-453973,"What Does It Mean to Have Savings?",55,22,http://www.vanguard.com/notfound.htm,Nofollow,"The Vanguard Group. ""","Emergency Fund: Why You Need One","."" Accessed March 17, 2020.",404,"2020-03-26 03:18:41",2020-04-20T17:53:44Z
218,19,https://www.thebalance.com/the-best-places-to-invest-in-real-estate-4163978,"The Best Places to Invest in Real Estate",55,21,https://us.spindices.com/index-family/real-estate/sp-corelogic-case-shiller,Dofollow,"on a variety of different data points, most notably the","S&P 500 CoreLogic Case-Shiller Real Estate Index",", as well as the strength of the local economy",404,"2020-04-20 03:46:29",2020-04-18T07:50:33Z
219,19,https://www.thebalance.com/best-credit-cards-for-bad-credit-4767776,"Best Credit Cards for Bad Credit of February 2020",70,20,https://ct.buyright.com/rd/r.php?pub=650271;btn_container=entity_card;trn_id=n38292d710bc94bed901cf0f00801de4100;dd_pm=affiliate;var2=4767776;card_id=c37f3361-60b6-4212-a51e-9bc2ca0703de;dd_pm_cat=credit_card;list_num=3,Nofollow,,"Next Steps",,404,"2020-02-08 22:07:22",2020-02-06T00:08:51Z
220,19,https://www.thebalance.com/best-bond-funds-2466875,"Best Bonds to Buy in a Rising Interest Rate Environment",55,19,http://www.vanguard.com/notfound.htm,Nofollow,"diversified. A good bond mutual fund to remain diversified is","Vanguard Total Bond Market Index (VBMFX)",.,404,"2020-03-26 03:18:41",2020-04-20T14:29:39Z
221,19,https://www.thebalance.com/wealth-management-4772460,"What Is Wealth Management?",59,19,http://www.scorpiopartnership.com/knowledge/report/2018-benchmark/,Nofollow,"Scorpio Partnership. ""","Press Release: Scorpio Partnership 2018 Global Private Banking Benchmark",","" Accessed Oct. 4, 2019.",404,"2020-04-13 11:36:01",2020-04-19T00:29:00Z
222,19,https://www.thebalance.com/differences-between-mutual-funds-and-etfs-2466791,"Differences Between Mutual Funds and ETFs",52,27,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard.com. ""","Stock order types and how they work","."" Accessed March 31, 2020.",404,"2020-03-26 03:18:41",2020-04-18T01:28:59Z
223,19,https://www.thebalance.com/best-steps-for-buying-mutual-funds-4102184,"How to Buy Mutual Funds",65,22,http://www.vanguard.com/notfound.htm,Nofollow,"the year 2035, a good choice for you might be","Vanguard Target Retirement 2035 (VTTHX)",.,404,"2020-03-26 03:18:41",2020-04-19T08:26:36Z
224,19,https://www.thebalance.com/roth-iras-and-required-minimum-distributions-rmds-rules-2894487,"Roth IRAs and Required Minimum Distribution (RMD) Rules",51,26,http://www.vanguard.com/notfound.htm,Nofollow,"A variety of reputable web-based RMD calculators , such as","Vanguard’s RMD Calculator",", are also available to help you calculate your traditional",404,"2020-03-26 03:18:41",2020-04-18T05:39:08Z
225,19,https://www.thebalance.com/the-returns-of-short-intermediate-and-long-term-bonds-416970,"The Returns of Short, Intermediate, and Long Term Bonds",59,20,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Short-Term Bond ETF (BSV)","."" Accessed Mar. 4, 2020.",404,"2020-03-26 03:18:41",2020-03-29T09:07:23Z
226,19,https://www.thebalance.com/list-of-leveraged-oil-etfs-1214769,"Leveraged Oil ETFs and ETNs Options",51,38,http://www.vanguard.com/notfound.htm,Nofollow,"in the world, was no longer accepting new investments in","leveraged or inverse ETFs",", ETNs, or mutual funds.)",404,"2020-03-26 03:18:41",2020-04-20T02:08:06Z
227,18,https://www.thebalance.com/kroger-rewards-world-mastercard-review-4779064,"Kroger REWARDS World Mastercard Review: Low Points Value",56,29,http://ir.kroger.com/Cache/1001254339.PDF?O=PDF&T=&Y=&D=&FID=1001254339&iid=4004136,Nofollow,"Kroger. ""","2018 Kroger Fact Book","."" Page 2. Accessed Dec. 17, 2019.",404,"2020-03-01 21:47:25",2020-04-19T01:07:05Z
228,18,https://www.thebalance.com/taxable-accounts-vs-iras-2466429,"Taxable Accounts vs IRAs: Which Is Best for Investing?",54,21,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Paying taxes on your investment income","."" Accessed March 4, 2020.",404,"2020-03-26 03:18:41",2020-03-30T16:50:19Z
229,18,https://www.thebalance.com/green-dot-bank-review-4783738,"Green Dot Bank Review: Unlimited Cash Back Account",59,31,https://www.greendot.com/help/getting-started,Nofollow,"Green Dot Bank. ""","Getting Started: Why Green Dot? Who Is Green Dot?",""" Accessed Jan. 31, 2020.",404,"2020-04-12 16:05:52",2020-03-31T07:06:09Z
230,18,https://www.thebalance.com/best-mutual-fund-companies-to-buy-index-funds-4061506,"Best Mutual Fund Companies to Buy Index Funds",61,34,http://www.vanguard.com/notfound.htm,Nofollow,"fund in the world, Vanguard Total Stock Market Index (",VTSMX,"), and the biggest bond mutual fund in the world,",404,"2020-03-26 03:18:41",2020-03-28T10:08:02Z
231,18,https://www.thebalance.com/best-bond-funds-to-buy-long-term-4083171,"Best Bond Funds to Buy and Hold",60,26,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard High Yield Tax Exempt(",VWAHX,"): Investors looking for a low-cost municipal bond fund that",404,"2020-03-26 03:18:41",2020-04-20T03:38:28Z
232,18,https://www.thebalance.com/best-funds-to-buy-for-a-slow-economy-4428082,"Funds to Buy for a Slow Economy",61,22,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Ultra-Short-Term Bond Fund Investor Shares (VUBFX)","."" Accessed March 27, 2020.",404,"2020-03-26 03:18:41",2020-04-20T04:53:11Z
233,18,https://www.thebalance.com/best-vanguard-funds-4039198,"5 Best Vanguard Funds to Buy",59,22,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Total Bond Market Index(",VBTLX,"): Like VTSAX, this fund invests in the entire U.S.",404,"2020-03-26 03:18:41",2020-04-18T18:28:03Z
